Hour,Date,True_Price,Forecast_Price,PSO_Action,PSO_SOC,PSO_Instant_Profit,PSO_Cumulative_Profit,PPO_Action,PPO_SOC,PPO_Instant_Profit,PPO_Cumulative_Profit
2772,2024-04-25,59.59845,59.59845,-0.623360911238247,0.09999999999999998,-0.0,23892.377895055044,-0.78,0.1,-0.0,9734.71928856516
2773,2024-04-25,55.36861,55.36861,2.0,0.575,-110.73722,23781.640675055045,1.88,0.5465,-104.09298679999999,9630.62630176516
2774,2024-04-25,58.40637,58.40637,2.0,0.9,-79.92450631578949,23701.716168739254,-1.44,0.16755263157894734,84.1051728,9714.73147456516
2775,2024-04-25,73.31,73.31,2.0,0.9,-0.0,23701.716168739254,2.0,0.6425526315789474,-146.62,9568.11147456516
2776,2024-04-25,94.59,94.59,2.0,0.9,-0.0,23701.716168739254,1.88,0.9,-102.53451191135734,9465.576962653802
2777,2024-04-25,105.0,105.0,2.0,0.9,-0.0,23701.716168739254,-1.84,0.4157894736842105,193.20000000000002,9658.776962653803
2778,2024-04-25,134.1,134.1,2.0,0.9,-0.0,23701.716168739254,-1.68,0.09999999999999998,160.92,9819.696962653803
2779,2024-04-25,150.0,150.0,-2.0,0.37368421052631584,300.0,24001.716168739254,-0.26,0.09999999999999998,-0.0,9819.696962653803
2780,2024-04-25,142.0,142.0,-1.9997929860377284,0.09999999999999998,147.68000000000004,24149.396168739255,-1.82,0.09999999999999998,-0.0,9819.696962653803
2781,2024-04-25,136.1,136.1,-2.0,0.09999999999999998,-0.0,24149.396168739255,-0.21999999999999997,0.09999999999999998,-0.0,9819.696962653803
2782,2024-04-25,106.09,106.09,-2.0,0.09999999999999998,-0.0,24149.396168739255,-1.46,0.09999999999999998,-0.0,9819.696962653803
2783,2024-04-26,98.08,98.08,-2.0,0.09999999999999998,-0.0,24149.396168739255,-0.94,0.09999999999999998,-0.0,9819.696962653803
2784,2024-04-26,96.53,96.53,-1.9201101255453485,0.09999999999999998,-0.0,24149.396168739255,-1.66,0.09999999999999998,-0.0,9819.696962653803
2785,2024-04-26,85.45,85.45,2.0,0.575,-170.9,23978.496168739253,-0.040000000000000036,0.09999999999999998,-0.0,9819.696962653803
2786,2024-04-26,85.0,85.0,1.9561664514877461,0.9,-116.31578947368423,23862.18037926557,0.30000000000000027,0.17125000000000004,-25.50000000000002,9794.196962653803
2787,2024-04-26,85.0,85.0,2.0,0.9,-0.0,23862.18037926557,0.30000000000000027,0.2425000000000001,-25.50000000000002,9768.696962653803
2788,2024-04-26,94.0,94.0,2.0,0.9,-0.0,23862.18037926557,-1.08,0.1,50.90100000000003,9819.597962653803
2789,2024-04-26,102.74,102.74,2.0,0.9,-0.0,23862.18037926557,-1.44,0.1,-0.0,9819.597962653803
2790,2024-04-26,145.0,145.0,2.0,0.9,-0.0,23862.18037926557,-0.94,0.1,-0.0,9819.597962653803
2791,2024-04-26,156.0,156.0,-2.0,0.37368421052631584,312.0,24174.18037926557,-1.3399999999999999,0.1,-0.0,9819.597962653803
2792,2024-04-26,155.0,155.0,-2.0,0.09999999999999998,161.20000000000005,24335.38037926557,-0.11999999999999988,0.1,-0.0,9819.597962653803
2793,2024-04-26,140.2,140.2,-2.0,0.09999999999999998,-0.0,24335.38037926557,-0.9199999999999999,0.1,-0.0,9819.597962653803
2794,2024-04-26,131.19,131.19,-1.7658528323819926,0.09999999999999998,-0.0,24335.38037926557,-0.11999999999999988,0.1,-0.0,9819.597962653803
2795,2024-04-26,103.03,103.03,1.3684210526315803,0.42500000000000027,-140.9884210526317,24194.39195821294,-0.76,0.1,-0.0,9819.597962653803
2796,2024-04-26,100.09,100.09,2.0,0.9,-200.17999999999992,23994.211958212938,-0.3799999999999999,0.1,-0.0,9819.597962653803
2797,2024-04-26,106.52,106.52,2.0,0.9,-0.0,23994.211958212938,-0.78,0.1,-0.0,9819.597962653803
2798,2024-04-26,131.19,131.19,2.0,0.9,-0.0,23994.211958212938,-0.54,0.1,-0.0,9819.597962653803
2799,2024-04-26,144.0,144.0,-1.2000000000000217,0.5842105263157837,172.80000000000314,24167.01195821294,-1.82,0.1,-0.0,9819.597962653803
2800,2024-04-26,150.0,150.0,-2.0,0.09999999999999992,275.99999999999676,24443.011958212937,-0.5999999999999999,0.1,-0.0,9819.597962653803
