Hour,Date,True_Price,Forecast_Price,PSO_Action,PSO_SOC,PSO_Instant_Profit,PSO_Cumulative_Profit,PPO_Action,PPO_SOC,PPO_Instant_Profit,PPO_Cumulative_Profit
393,2024-01-17,114.46135,108.31611665012885,2.0,0.9,-0.0,1744.8066391395867,-2.0,0.09999999999999998,119.03980400000003,2062.4123786736845
394,2024-01-17,109.59758,104.43904021339387,1.657655997832899,0.9,-0.0,1744.8066391395867,-2.0,0.09999999999999998,-0.0,2062.4123786736845
395,2024-01-17,110.31763,116.33543573081742,-2.0,0.37368421052631584,220.63526,1965.4418991395867,-2.0,0.09999999999999998,-0.0,2062.4123786736845
396,2024-01-17,104.97503,98.60965307419374,0.21606669919825958,0.4250000515859025,-22.681608230338277,1942.7602909092484,-1.6,0.09999999999999998,-0.0,2062.4123786736845
397,2024-01-17,103.41178,98.77689082329196,2.0,0.9,-206.82353753856842,1735.93675337068,1.6,0.48,-165.458848,1896.9535306736846
398,2024-01-17,107.06157,106.55050775911984,0.5012914363886182,0.9,-0.0,1735.93675337068,1.2000000000000002,0.765,-128.47388400000003,1768.4796466736846
399,2024-01-17,113.11206,105.1015327944124,2.0,0.9,-0.0,1735.93675337068,1.2000000000000002,0.9,-64.29527621052632,1704.1843704631583
400,2024-01-17,115.0,123.56785156314513,-2.0,0.37368421052631584,230.0,1965.93675337068,-2.0,0.37368421052631584,230.0,1934.1843704631583
401,2024-01-17,125.4,120.17865061986454,0.004472648904527945,0.37368421052631584,-0.0,1965.93675337068,-2.0,0.09999999999999998,130.41600000000003,2064.6003704631585
402,2024-01-17,120.0,121.00302598064908,-2.0,0.09999999999999998,124.80000000000003,2090.73675337068,-2.0,0.09999999999999998,-0.0,2064.6003704631585
403,2024-01-17,113.68582,114.13650583933894,-2.0,0.09999999999999998,-0.0,2090.73675337068,-2.0,0.09999999999999998,-0.0,2064.6003704631585
404,2024-01-17,104.23,98.21339982758171,-2.0,0.09999999999999998,-0.0,2090.73675337068,-1.6,0.09999999999999998,-0.0,2064.6003704631585
405,2024-01-17,100.1786,97.62875552453015,-1.9516889873531067,0.09999999999999998,-0.0,2090.73675337068,-2.0,0.09999999999999998,-0.0,2064.6003704631585
406,2024-01-17,93.28313,95.89937818840995,-0.8056437987255292,0.09999999999999998,-0.0,2090.73675337068,-2.0,0.09999999999999998,-0.0,2064.6003704631585
407,2024-01-17,85.13999,79.23851383328109,2.0,0.575,-170.27998,1920.4567733706801,-2.0,0.09999999999999998,-0.0,2064.6003704631585
408,2024-01-18,84.0,82.77760529785508,0.0027917893060161432,0.575,-0.0,1920.4567733706801,-2.0,0.09999999999999998,-0.0,2064.6003704631585
409,2024-01-18,81.6,86.54105807231637,-2.0,0.09999999999999992,147.28799999999998,2067.74477337068,-2.0,0.09999999999999998,-0.0,2064.6003704631585
410,2024-01-18,78.0,81.21469636683544,-1.5939737065283428,0.09999999999999992,-0.0,2067.74477337068,1.6,0.48,-124.80000000000001,1939.8003704631585
411,2024-01-18,78.0,74.46032555091689,2.0,0.575,-156.0,1911.74477337068,1.2000000000000002,0.765,-93.60000000000001,1846.2003704631586
412,2024-01-18,75.95604,72.08904043995864,2.0,0.9,-103.93984421052633,1807.8049291601535,1.2000000000000002,0.9,-43.175012210526326,1803.0253582526323
413,2024-01-18,81.37145,81.2606848210067,2.0,0.9,-0.0,1807.8049291601535,1.2000000000000002,0.9,-0.0,1803.0253582526323
414,2024-01-18,99.0,98.26913378984365,2.0,0.9,-0.0,1807.8049291601535,1.2000000000000002,0.9,-0.0,1803.0253582526323
415,2024-01-18,112.70957,104.00672052399618,1.9701810645627864,0.9,-0.0,1807.8049291601535,1.2000000000000002,0.9,-0.0,1803.0253582526323
416,2024-01-18,125.0,128.38615335413544,-2.0,0.37368421052631584,250.0,2057.8049291601537,-2.0,0.37368421052631584,250.0,2053.025358252632
417,2024-01-18,119.23073,119.33960814262048,-2.0,0.09999999999999998,123.99995920000002,2181.8048883601537,-2.0,0.09999999999999998,123.99995920000002,2177.025317452632
418,2024-01-18,112.11555,107.70472533248795,-2.0,0.09999999999999998,-0.0,2181.8048883601537,-2.0,0.09999999999999998,-0.0,2177.025317452632
419,2024-01-18,97.98925,98.06892697999788,-2.0,0.09999999999999998,-0.0,2181.8048883601537,-2.0,0.09999999999999998,-0.0,2177.025317452632
420,2024-01-18,90.16064,92.03585688197515,-0.1482669303569342,0.09999999999999998,-0.0,2181.8048883601537,-1.6,0.09999999999999998,-0.0,2177.025317452632
421,2024-01-18,87.8814,94.90560694745709,1.3684210573924729,0.4250000011307123,-120.25875831313087,2061.546130047023,-1.6,0.09999999999999998,-0.0,2177.025317452632
422,2024-01-18,92.01,87.99579114173135,2.0,0.9,-184.0199995619502,1877.5261304850726,-1.6,0.09999999999999998,-0.0,2177.025317452632
423,2024-01-18,103.40414,99.25267820247458,2.0,0.9,-0.0,1877.5261304850726,-1.6,0.09999999999999998,-0.0,2177.025317452632
424,2024-01-18,106.6622,111.53974813748583,0.04639917209816552,0.9,-0.0,1877.5261304850726,-1.6,0.09999999999999998,-0.0,2177.025317452632
