Ora,Prezzo_Vero,PSO_Azione,PSO_SOC,PSO_Profitto_Istantaneo,PSO_Profitto_Cum,PPO_Azione,PPO_SOC,PPO_Profitto_Istantaneo,PPO_Profitto_Cum
7279,149.65472,-0.9600437436290963,0.13349160127427107,136.49132375853597,-1941.4379969402034,-0.3599999999999999,0.09999999999999998,-0.0,1618.4308212307196
7280,152.99177,-0.9704160126054568,0.1,18.497421086296793,-1922.9405758539067,-0.3599999999999999,0.09999999999999998,-0.0,1618.4308212307196
7281,125.59964,0.10484580310826308,0.12490087823821248,-13.168595125908723,-1936.1091709798154,-0.41999999999999993,0.09999999999999998,-0.0,1618.4308212307196
7282,116.87,-0.858924653785039,0.1,10.505697959316612,-1925.6034730204988,-1.98,0.09999999999999998,-0.0,1618.4308212307196
7283,110.64,-1.0866559268644007,0.1,-0.0,-1925.6034730204988,-0.43999999999999995,0.09999999999999998,-0.0,1618.4308212307196
7284,102.71,-0.25254525315448584,0.1,-0.0,-1925.6034730204988,-0.43999999999999995,0.09999999999999998,-0.0,1618.4308212307196
7285,106.7,0.895344675164194,0.31264436035149606,-95.53327684001951,-2021.1367498605182,-0.040000000000000036,0.09999999999999998,-0.0,1618.4308212307196
7286,113.27452,0.7958425792918571,0.5016569729333121,-90.14868616484705,-2111.285436025365,-1.3599999999999999,0.09999999999999998,-0.0,1618.4308212307196
7287,127.57,0.6781948316561213,0.6627282454516409,-86.51731467437139,-2197.8027506997364,-1.3599999999999999,0.09999999999999998,-0.0,1618.4308212307196
7288,162.9445,0.41182383272261136,0.7605364057232611,-67.10442851106954,-2264.907179210806,1.8200000000000003,0.53225,-296.55899000000005,1321.8718312307196
7289,160.0,1.3039700157105432,0.9,-93.95442140748729,-2358.8616006182933,-0.040000000000000036,0.5217236842105263,6.080000000000005,1327.9518312307196
7290,164.22845,-1.2838663365088578,0.5621404377608269,200.30500952942674,-2158.5565910888668,-1.02,0.25330263157894733,159.13736805,1487.0891992807196
7291,162.8943,-0.25085630631461253,0.49612562030961305,38.81990929681916,-2119.7366817920474,-1.02,0.1,90.14937074174996,1577.2385700224695
7292,132.22718,-1.011439000334216,0.2299574623269246,127.05274041840181,-1992.6839413736457,-1.3599999999999999,0.1,-0.0,1577.2385700224695
7293,124.28653,0.39841742395698665,0.3245816005167089,-49.517919115152736,-2042.2018604887985,-1.0,0.1,-0.0,1577.2385700224695
7294,121.04,-0.6901941072691784,0.14295157228797775,79.36404000666828,-1962.8378204821302,-1.5,0.1,-0.0,1577.2385700224695
7295,117.34983,1.8301365259560338,0.5776089972025358,-214.76621019773114,-2177.6040306798614,-1.5,0.1,-0.0,1577.2385700224695
7296,107.52671,-0.005573411028787945,0.5776089972025358,-0.0,-2177.6040306798614,-1.4,0.1,-0.0,1577.2385700224695
7297,102.09004,1.7712374776113418,0.9,-138.58067524729785,-2316.184705927159,-1.2,0.1,-0.0,1577.2385700224695
7298,101.72273,-1.4944653160003853,0.5067196536841092,144.42003724217827,-2171.7646686849807,-0.5999999999999999,0.1,-0.0,1577.2385700224695
7299,99.15551,0.7601905071998067,0.6872648991440633,-75.37707743855552,-2247.1417461235364,-0.5999999999999999,0.1,-0.0,1577.2385700224695
7300,101.42979,1.2619276671935253,0.9,-90.8533751808273,-2337.9951213043637,-1.4,0.1,-0.0,1577.2385700224695
7301,105.21156,1.3951546914513466,0.9,-0.0,-2337.9951213043637,-0.19999999999999996,0.1,-0.0,1577.2385700224695
7302,123.34963,0.4688556771289578,0.9,-0.0,-2337.9951213043637,-0.54,0.1,-0.0,1577.2385700224695
7303,136.18048,-0.8848874598216221,0.66713487899431,114.47917907326473,-2223.515942231099,-0.5999999999999999,0.1,-0.0,1577.2385700224695
7304,136.73892,1.754876628824054,0.9,-134.0704216925784,-2357.5863639236773,-1.5,0.1,-0.0,1577.2385700224695
7305,115.31629,-1.6710874497097588,0.4602401448132214,183.0684247177864,-2174.517939205891,-0.15999999999999992,0.1,-0.0,1577.2385700224695
7306,107.32004,1.6244570818673263,0.8460487017567113,-174.33679900428473,-2348.8547382101756,-1.56,0.1,-0.0,1577.2385700224695
7307,100.57148,-0.9460036558890215,0.5971003712596004,90.3839383702611,-2258.4707998399144,-1.7,0.1,-0.0,1577.2385700224695
7308,91.17194,1.2898409978228336,0.9,-116.27767064228209,-2374.7484704821964,-1.7,0.1,-0.0,1577.2385700224695
